Funzione,Periodo,Durata (s),Energia Totale (J),Potenza Media (W),Deviazione Standard,Run Validate
Funz_Gest,After,89.9682,370.5745330810547,4.118960464744598,1.6648275996577024,5
Funz_Gest,Before,89.962,436.77739868164207,4.855141054848344,1.589751461123981,5
Funz_Mod,After,59.916999999999994,279.1633270263643,4.659172645202474,1.8043610016802325,5
Funz_Mod,Before,59.9098,302.8975799560547,5.055904360020235,1.847717901723216,5
Funz_user,After,119.8108,488.2400360107407,4.075091816122965,1.3190058039876176,5
Funz_user,Before,119.83580000000002,518.0901977539063,4.323340080480128,1.3101365000045788,5
