Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1767816476504,7556.204803466797,1980,1,0.7125,6395.518157958984,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,2.9682464599609375,1.7070999145507813,80.04307556152344,71.12564086914063,32.77412414550781,26.862518310546875,0.7705078125,4.178092956542969,17.468658447265625,0,9.187644958496094,0,7879061504,10733051904,4860473344,1552994304
199,1767816476505,2965.205337524414,1980,1,0.7125,6395.53564453125,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,26.58240509033203,0,85.4649429321289,78.2325210571289,95.35560607910156,86.05677795410156,12.147659301757813,0,42.74250030517578,100,27.53034210205078,0,7879061504,10733051904,4860542976,1552990208
200,1767816476705,7556.321807861328,1980,1,0.7125,6396.471115112305,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,13.772895812988281,12.698966979980469,68.34444427490234,56.62294006347656,63.22352981567383,48.80931854248047,21.641204833984375,13.3765869140625,14.352195739746094,8.9010009765625,11.239028930664063,3.520172119140625,7879061504,10733051904,4887494656,1771663360
199,1767816476905,2965.471725463867,1980,1,0.7125,6397.427597045898,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,8.749374389648438,7.345733642578125,70.77410888671875,63.883094787597656,91.85556030273438,65.37162780761719,12.218254089355469,10.144355773925781,14.493385314941406,7.017608642578125,24.422744750976563,10.338325500488281,7879061504,10733051904,4912488448,1780580352
200,1767816477105,7556.622894287109,1980,1,0.7125,6398.3646240234375,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,14.069847106933594,3.9665298461914063,71.85675048828125,69.20280456542969,76.26426696777344,76.12665557861328,11.810356140136719,6.196075439453125,9.852729797363281,5.1208648681640625,10.810256958007813,9.440338134765625,7879061504,10733051904,4925071360,1790455808
199,1767816477306,7556.779479980469,1980,1,0.7125,6399.351699829102,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,13.949493408203125,4.430267333984375,77.24583435058594,68.88719177246094,83.49746704101563,68.16011047363281,33.45149230957031,3.937408447265625,8.674835205078125,6.140960693359375,6.914817810058594,4.733726501464844,7879061504,10733051904,4936777728,1794383872
199,1767816477506,2965.911376953125,1980,1,0.7125,6400.307632446289,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,10.954833984375,4.691520690917969,73.00270080566406,65.64757537841797,79.28313446044922,68.5217056274414,23.386383056640625,7.4096221923828125,9.8587646484375,10.870712280273438,6.9804840087890625,6.2753753662109375,7879061504,10733051904,4939591680,1794801664
199,1767816477706,2966.0406799316406,1980,1,0.70625,6401.222244262695,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,11.054878234863281,6.828559875488281,67.6431655883789,57.83518981933594,62.9151725769043,79.94755554199219,17.259613037109375,10.88226318359375,4.572151184082031,5.9403076171875,5.743507385253906,0.9453811645507813,7879061504,10733051904,4953948160,1795305472
199,1767816477906,7557.246292114258,1980,1,0.7125,6402.325042724609,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,20.544532775878906,12.600547790527344,92.73543548583984,84.20624542236328,88.64540100097656,85.22272491455078,35.467872619628906,22.93950653076172,18.0943603515625,18.519126892089844,15.467720031738281,14.404853820800781,7879061504,10733051904,4952576000,1794793472
199,1767816478107,2966.368606567383,1980,1,0.70625,6403.4202880859375,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,15.629112243652344,17.492584228515625,77.75576782226563,68.98871612548828,75.52193450927734,51.404205322265625,25.226585388183594,3.1078643798828125,28.501976013183594,8.214195251464844,24.40576934814453,11.230392456054688,7879061504,10733051904,4966633472,1797107712
